timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1540465780047,38,HTTP Request,200,,Spike Test 1-32,text,true,,3548,273,26,26,5,0,0
1540465780048,38,HTTP Request,200,,Spike Test 1-43,text,true,,3548,273,26,26,1,0,0
1540465780072,25,HTTP Request,200,,Spike Test 1-36,text,true,,3548,273,26,26,1,0,0
1540465780067,30,HTTP Request,200,,Spike Test 1-34,text,true,,3548,273,26,26,1,0,0
1540465780059,39,HTTP Request,200,,Spike Test 1-51,text,true,,3548,273,26,26,2,0,0
1540465780066,32,HTTP Request,200,,Spike Test 1-31,text,true,,3548,273,26,26,2,0,0
1540465780062,40,HTTP Request,200,,Spike Test 1-44,text,true,,3548,273,26,26,1,0,0
1540465780064,40,HTTP Request,200,,Spike Test 1-41,text,true,,3548,273,26,26,4,0,0
1540465780065,39,HTTP Request,200,,Spike Test 1-27,text,true,,3548,273,26,26,3,0,1
1540465780063,43,HTTP Request,200,,Spike Test 1-46,text,true,,3548,273,27,27,1,0,0
1540465780059,47,HTTP Request,200,,Spike Test 1-37,text,true,,3548,273,27,27,2,0,0
1540465780068,46,HTTP Request,200,,Spike Test 1-49,text,true,,3548,273,27,27,4,0,0
1540465780072,44,HTTP Request,200,,Spike Test 1-35,text,true,,3548,273,27,27,3,0,0
1540465780072,45,HTTP Request,200,,Spike Test 1-29,text,true,,3548,273,27,27,3,0,0
1540465780079,40,HTTP Request,200,,Spike Test 1-40,text,true,,3548,273,27,27,0,0,0
1540465780078,42,HTTP Request,200,,Spike Test 1-42,text,true,,3548,273,27,27,1,0,0
1540465780072,48,HTTP Request,200,,Spike Test 1-33,text,true,,3548,273,27,27,3,0,0
1540465780082,46,HTTP Request,200,,Spike Test 1-48,text,true,,3548,273,28,28,3,0,0
1540465779971,158,HTTP Request,200,,Spike Test 1-39,text,true,,3548,273,28,28,111,0,0
1540465780085,46,HTTP Request,200,,Spike Test 1-26,text,true,,3548,273,28,28,1,0,0
1540465780084,54,HTTP Request,200,,Spike Test 1-38,text,true,,3548,273,28,28,2,0,0
1540465780086,52,HTTP Request,200,,Spike Test 1-43,text,true,,3548,273,28,28,1,0,0
1540465780097,41,HTTP Request,200,,Spike Test 1-36,text,true,,3548,273,28,28,1,0,0
1540465780102,42,HTTP Request,200,,Spike Test 1-44,text,true,,3548,273,28,28,0,0,0
1540465780097,58,HTTP Request,200,,Spike Test 1-34,text,true,,3548,273,29,29,2,0,0
1540465780098,57,HTTP Request,200,,Spike Test 1-31,text,true,,3548,273,29,29,2,0,0
1540465780105,56,HTTP Request,200,,Spike Test 1-25,text,true,,3548,273,29,29,4,0,0
1540465780107,55,HTTP Request,200,,Spike Test 1-37,text,true,,3548,273,29,29,3,0,0
1540465780114,49,HTTP Request,200,,Spike Test 1-49,text,true,,3548,273,29,29,2,0,0
1540465780116,50,HTTP Request,200,,Spike Test 1-35,text,true,,3548,273,30,30,1,0,0
1540465780120,49,HTTP Request,200,,Spike Test 1-33,text,true,,3548,273,30,30,1,0,0
1540465780104,66,HTTP Request,200,,Spike Test 1-27,text,true,,3548,273,30,30,1,0,0
